,bmid_label,bmid_c1_suit,bmid_c1_rank,bmid_c2_suit,bmid_c2_rank,bmid_c3_suit,bmid_c3_rank,bmid_c4_suit,bmid_c4_rank,bmid_c5_suit,bmid_c5_rank
63,9,3,12,3,11,3,10,3,9,3,8
64,9,3,12,3,11,3,10,3,9,3,8
65,9,2,12,2,11,2,10,2,9,2,8
66,9,2,12,2,11,2,10,2,9,2,8
67,9,2,12,2,11,2,10,2,9,2,8
68,9,2,12,2,11,2,10,2,9,2,8
69,9,2,12,2,11,2,10,2,9,2,8
70,9,2,12,2,11,2,10,2,9,2,8
71,9,2,12,2,11,2,10,2,9,2,8
72,9,2,12,2,11,2,10,2,9,2,8
73,9,2,12,2,11,2,10,2,9,2,8
74,9,2,12,2,11,2,10,2,9,2,8
75,9,2,12,2,11,2,10,2,9,2,8
76,9,2,12,2,11,2,10,2,9,2,8
77,9,1,12,1,11,1,10,1,9,1,8
78,9,1,12,1,11,1,10,1,9,1,8
79,9,1,12,1,11,1,10,1,9,1,8
80,9,1,12,1,11,1,10,1,9,1,8
81,9,1,12,1,11,1,10,1,9,1,8
82,9,1,12,1,11,1,10,1,9,1,8
83,9,1,12,1,11,1,10,1,9,1,8
84,9,1,12,1,11,1,10,1,9,1,8
85,9,1,12,1,11,1,10,1,9,1,8
86,9,1,12,1,11,1,10,1,9,1,8
87,9,1,12,1,11,1,10,1,9,1,8
88,9,1,12,1,11,1,10,1,9,1,8
89,9,4,11,4,10,4,9,4,8,4,7
90,9,4,11,4,10,4,9,4,8,4,7
91,9,4,11,4,10,4,9,4,8,4,7
92,9,4,11,4,10,4,9,4,8,4,7
93,9,4,11,4,10,4,9,4,8,4,7
94,9,4,11,4,10,4,9,4,8,4,7
95,9,4,11,4,10,4,9,4,8,4,7
96,9,4,11,4,10,4,9,4,8,4,7
97,9,4,11,4,10,4,9,4,8,4,7
98,9,4,11,4,10,4,9,4,8,4,7
99,9,4,11,4,10,4,9,4,8,4,7
100,9,4,11,4,10,4,9,4,8,4,7
101,9,3,11,3,10,3,9,3,8,3,7
102,9,3,11,3,10,3,9,3,8,3,7
103,9,3,11,3,10,3,9,3,8,3,7
104,9,3,11,3,10,3,9,3,8,3,7
105,9,3,11,3,10,3,9,3,8,3,7
106,9,2,11,2,10,2,9,2,8,2,7
107,9,2,11,2,10,2,9,2,8,2,7
108,9,2,11,2,10,2,9,2,8,2,7
109,9,2,11,2,10,2,9,2,8,2,7
110,9,2,11,2,10,2,9,2,8,2,7
111,9,2,11,2,10,2,9,2,8,2,7
112,9,2,11,2,10,2,9,2,8,2,7
113,9,2,11,2,10,2,9,2,8,2,7
114,9,2,11,2,10,2,9,2,8,2,7
115,9,2,11,2,10,2,9,2,8,2,7
116,9,1,11,1,10,1,9,1,8,1,7
117,9,1,11,1,10,1,9,1,8,1,7
118,9,1,11,1,10,1,9,1,8,1,7
119,9,1,11,1,10,1,9,1,8,1,7
120,9,1,11,1,10,1,9,1,8,1,7
121,9,4,10,4,9,4,8,4,7,4,6
122,9,4,10,4,9,4,8,4,7,4,6
123,9,4,10,4,9,4,8,4,7,4,6
124,9,4,10,4,9,4,8,4,7,4,6
125,9,4,10,4,9,4,8,4,7,4,6
126,9,4,10,4,9,4,8,4,7,4,6
127,9,4,10,4,9,4,8,4,7,4,6
128,9,4,10,4,9,4,8,4,7,4,6
129,9,3,10,3,9,3,8,3,7,3,6
130,9,3,10,3,9,3,8,3,7,3,6
131,9,3,10,3,9,3,8,3,7,3,6
132,9,3,10,3,9,3,8,3,7,3,6
133,9,3,10,3,9,3,8,3,7,3,6
134,9,3,10,3,9,3,8,3,7,3,6
135,9,3,10,3,9,3,8,3,7,3,6
136,9,3,10,3,9,3,8,3,7,3,6
137,9,2,10,2,9,2,8,2,7,2,6
138,9,2,10,2,9,2,8,2,7,2,6
139,9,2,10,2,9,2,8,2,7,2,6
140,9,2,10,2,9,2,8,2,7,2,6
141,9,2,10,2,9,2,8,2,7,2,6
142,9,2,10,2,9,2,8,2,7,2,6
143,9,1,10,1,9,1,8,1,7,1,6
144,9,1,10,1,9,1,8,1,7,1,6
145,9,1,10,1,9,1,8,1,7,1,6
146,9,1,10,1,9,1,8,1,7,1,6
147,9,1,10,1,9,1,8,1,7,1,6
148,9,1,10,1,9,1,8,1,7,1,6
149,9,1,10,1,9,1,8,1,7,1,6
150,9,1,10,1,9,1,8,1,7,1,6
151,9,1,10,1,9,1,8,1,7,1,6
152,9,1,10,1,9,1,8,1,7,1,6
153,9,4,9,4,8,4,7,4,6,4,5
154,9,4,9,4,8,4,7,4,6,4,5
155,9,4,9,4,8,4,7,4,6,4,5
156,9,4,9,4,8,4,7,4,6,4,5
157,9,4,9,4,8,4,7,4,6,4,5
158,9,4,9,4,8,4,7,4,6,4,5
159,9,4,9,4,8,4,7,4,6,4,5
160,9,4,9,4,8,4,7,4,6,4,5
161,9,4,9,4,8,4,7,4,6,4,5
162,9,4,9,4,8,4,7,4,6,4,5
163,9,3,9,3,8,3,7,3,6,3,5
164,9,3,9,3,8,3,7,3,6,3,5
165,9,3,9,3,8,3,7,3,6,3,5
166,9,3,9,3,8,3,7,3,6,3,5
167,9,3,9,3,8,3,7,3,6,3,5
168,9,3,9,3,8,3,7,3,6,3,5
169,9,3,9,3,8,3,7,3,6,3,5
170,9,3,9,3,8,3,7,3,6,3,5
171,9,3,9,3,8,3,7,3,6,3,5
172,9,3,9,3,8,3,7,3,6,3,5
173,9,2,9,2,8,2,7,2,6,2,5
174,9,2,9,2,8,2,7,2,6,2,5
175,9,2,9,2,8,2,7,2,6,2,5
176,9,2,9,2,8,2,7,2,6,2,5
177,9,2,9,2,8,2,7,2,6,2,5
178,9,2,9,2,8,2,7,2,6,2,5
179,9,2,9,2,8,2,7,2,6,2,5
180,9,2,9,2,8,2,7,2,6,2,5
181,9,1,9,1,8,1,7,1,6,1,5
182,9,1,9,1,8,1,7,1,6,1,5
183,9,1,9,1,8,1,7,1,6,1,5
184,9,1,9,1,8,1,7,1,6,1,5
185,9,1,9,1,8,1,7,1,6,1,5
186,9,1,9,1,8,1,7,1,6,1,5
187,9,1,9,1,8,1,7,1,6,1,5
188,9,1,9,1,8,1,7,1,6,1,5
189,9,4,8,4,7,4,6,4,5,4,4
190,9,4,8,4,7,4,6,4,5,4,4
191,9,4,8,4,7,4,6,4,5,4,4
192,9,4,8,4,7,4,6,4,5,4,4
193,9,4,8,4,7,4,6,4,5,4,4
194,9,4,8,4,7,4,6,4,5,4,4
195,9,4,8,4,7,4,6,4,5,4,4
196,9,4,8,4,7,4,6,4,5,4,4
197,9,4,8,4,7,4,6,4,5,4,4
198,9,4,8,4,7,4,6,4,5,4,4
199,9,4,8,4,7,4,6,4,5,4,4
200,9,3,8,3,7,3,6,3,5,3,4
201,9,3,8,3,7,3,6,3,5,3,4
202,9,3,8,3,7,3,6,3,5,3,4
203,9,3,8,3,7,3,6,3,5,3,4
204,9,2,8,2,7,2,6,2,5,2,4
205,9,2,8,2,7,2,6,2,5,2,4
206,9,2,8,2,7,2,6,2,5,2,4
207,9,2,8,2,7,2,6,2,5,2,4
208,9,2,8,2,7,2,6,2,5,2,4
209,9,2,8,2,7,2,6,2,5,2,4
210,9,2,8,2,7,2,6,2,5,2,4
211,9,2,8,2,7,2,6,2,5,2,4
212,9,2,8,2,7,2,6,2,5,2,4
213,9,1,8,1,7,1,6,1,5,1,4
214,9,1,8,1,7,1,6,1,5,1,4
215,9,1,8,1,7,1,6,1,5,1,4
216,9,1,8,1,7,1,6,1,5,1,4
217,9,4,7,4,6,4,5,4,4,4,3
218,9,4,7,4,6,4,5,4,4,4,3
219,9,4,7,4,6,4,5,4,4,4,3
220,9,4,7,4,6,4,5,4,4,4,3
221,9,4,7,4,6,4,5,4,4,4,3
222,9,4,7,4,6,4,5,4,4,4,3
223,9,3,7,3,6,3,5,3,4,3,3
224,9,3,7,3,6,3,5,3,4,3,3
225,9,3,7,3,6,3,5,3,4,3,3
226,9,3,7,3,6,3,5,3,4,3,3
227,9,3,7,3,6,3,5,3,4,3,3
228,9,2,7,2,6,2,5,2,4,2,3
229,9,2,7,2,6,2,5,2,4,2,3
230,9,2,7,2,6,2,5,2,4,2,3
231,9,1,7,1,6,1,5,1,4,1,3
232,9,1,7,1,6,1,5,1,4,1,3
233,9,1,7,1,6,1,5,1,4,1,3
234,9,1,7,1,6,1,5,1,4,1,3
235,9,1,7,1,6,1,5,1,4,1,3
236,9,1,7,1,6,1,5,1,4,1,3
237,9,1,7,1,6,1,5,1,4,1,3
238,9,1,7,1,6,1,5,1,4,1,3
239,9,1,7,1,6,1,5,1,4,1,3
240,9,4,6,4,5,4,4,4,3,4,2
241,9,4,6,4,5,4,4,4,3,4,2
242,9,4,6,4,5,4,4,4,3,4,2
243,9,4,6,4,5,4,4,4,3,4,2
244,9,4,6,4,5,4,4,4,3,4,2
245,9,4,6,4,5,4,4,4,3,4,2
246,9,4,6,4,5,4,4,4,3,4,2
247,9,3,6,3,5,3,4,3,3,3,2
248,9,3,6,3,5,3,4,3,3,3,2
249,9,3,6,3,5,3,4,3,3,3,2
250,9,3,6,3,5,3,4,3,3,3,2
251,9,3,6,3,5,3,4,3,3,3,2
252,9,2,6,2,5,2,4,2,3,2,2
253,9,2,6,2,5,2,4,2,3,2,2
254,9,2,6,2,5,2,4,2,3,2,2
255,9,2,6,2,5,2,4,2,3,2,2
256,9,2,6,2,5,2,4,2,3,2,2
257,9,1,6,1,5,1,4,1,3,1,2
258,9,1,6,1,5,1,4,1,3,1,2
259,9,1,6,1,5,1,4,1,3,1,2
260,9,1,6,1,5,1,4,1,3,1,2
261,9,1,6,1,5,1,4,1,3,1,2
262,9,1,6,1,5,1,4,1,3,1,2
263,9,1,6,1,5,1,4,1,3,1,2
264,9,1,6,1,5,1,4,1,3,1,2
265,9,1,6,1,5,1,4,1,3,1,2
266,9,4,5,4,4,4,3,4,2,4,1
267,9,4,5,4,4,4,3,4,2,4,1
268,9,4,5,4,4,4,3,4,2,4,1
269,9,4,5,4,4,4,3,4,2,4,1
270,9,4,5,4,4,4,3,4,2,4,1
271,9,4,5,4,4,4,3,4,2,4,1
272,9,4,5,4,4,4,3,4,2,4,1
273,9,4,5,4,4,4,3,4,2,4,1
274,9,4,5,4,4,4,3,4,2,4,1
275,9,4,5,4,4,4,3,4,2,4,1
276,9,3,5,3,4,3,3,3,2,3,1
277,9,3,5,3,4,3,3,3,2,3,1
278,9,3,5,3,4,3,3,3,2,3,1
279,9,3,5,3,4,3,3,3,2,3,1
280,9,3,5,3,4,3,3,3,2,3,1
281,9,3,5,3,4,3,3,3,2,3,1
282,9,3,5,3,4,3,3,3,2,3,1
283,9,3,5,3,4,3,3,3,2,3,1
284,9,3,5,3,4,3,3,3,2,3,1
285,9,3,5,3,4,3,3,3,2,3,1
286,9,3,5,3,4,3,3,3,2,3,1
287,9,3,5,3,4,3,3,3,2,3,1
288,9,2,5,2,4,2,3,2,2,2,1
289,9,2,5,2,4,2,3,2,2,2,1
290,9,2,5,2,4,2,3,2,2,2,1
291,9,2,5,2,4,2,3,2,2,2,1
292,9,2,5,2,4,2,3,2,2,2,1
293,9,2,5,2,4,2,3,2,2,2,1
294,9,2,5,2,4,2,3,2,2,2,1
295,9,2,5,2,4,2,3,2,2,2,1
296,9,2,5,2,4,2,3,2,2,2,1
297,9,1,5,1,4,1,3,1,2,1,1
298,9,1,5,1,4,1,3,1,2,1,1
299,9,1,5,1,4,1,3,1,2,1,1
300,9,1,5,1,4,1,3,1,2,1,1
301,9,1,5,1,4,1,3,1,2,1,1
302,9,1,5,1,4,1,3,1,2,1,1
303,9,1,5,1,4,1,3,1,2,1,1
304,9,1,5,1,4,1,3,1,2,1,1
305,9,1,5,1,4,1,3,1,2,1,1
306,9,1,5,1,4,1,3,1,2,1,1
307,9,4,4,4,3,4,2,4,1,4,13
308,9,4,4,4,3,4,2,4,1,4,13
309,9,4,4,4,3,4,2,4,1,4,13
310,9,4,4,4,3,4,2,4,1,4,13
311,9,4,4,4,3,4,2,4,1,4,13
312,9,4,4,4,3,4,2,4,1,4,13
313,9,4,4,4,3,4,2,4,1,4,13
314,9,4,4,4,3,4,2,4,1,4,13
315,9,4,4,4,3,4,2,4,1,4,13
316,9,4,4,4,3,4,2,4,1,4,13
317,9,4,4,4,3,4,2,4,1,4,13
318,9,3,4,3,3,3,2,3,1,3,13
319,9,3,4,3,3,3,2,3,1,3,13
320,9,3,4,3,3,3,2,3,1,3,13
321,9,3,4,3,3,3,2,3,1,3,13
322,9,3,4,3,3,3,2,3,1,3,13
323,9,3,4,3,3,3,2,3,1,3,13
324,9,3,4,3,3,3,2,3,1,3,13
325,9,3,4,3,3,3,2,3,1,3,13
326,9,3,4,3,3,3,2,3,1,3,13
327,9,3,4,3,3,3,2,3,1,3,13
328,9,3,4,3,3,3,2,3,1,3,13
329,9,3,4,3,3,3,2,3,1,3,13
330,9,3,4,3,3,3,2,3,1,3,13
331,9,3,4,3,3,3,2,3,1,3,13
332,9,3,4,3,3,3,2,3,1,3,13
333,9,3,4,3,3,3,2,3,1,3,13
334,9,3,4,3,3,3,2,3,1,3,13
335,9,3,4,3,3,3,2,3,1,3,13
336,9,2,4,2,3,2,2,2,1,2,13
337,9,2,4,2,3,2,2,2,1,2,13
338,9,2,4,2,3,2,2,2,1,2,13
339,9,2,4,2,3,2,2,2,1,2,13
340,9,2,4,2,3,2,2,2,1,2,13
341,9,2,4,2,3,2,2,2,1,2,13
342,9,1,4,1,3,1,2,1,1,1,13
343,9,1,4,1,3,1,2,1,1,1,13
344,9,1,4,1,3,1,2,1,1,1,13
345,9,1,4,1,3,1,2,1,1,1,13
346,9,1,4,1,3,1,2,1,1,1,13
347,9,1,4,1,3,1,2,1,1,1,13
348,9,1,4,1,3,1,2,1,1,1,13
349,8,1,13,2,13,3,13,4,13,4,12
350,8,1,13,2,13,3,13,4,13,4,12
351,8,1,13,2,13,3,13,4,13,4,12
352,8,1,13,2,13,3,13,4,13,4,12
353,8,1,13,2,13,3,13,4,13,4,12
354,8,1,13,2,13,3,13,4,13,4,12
355,8,1,13,2,13,3,13,4,13,4,12
356,8,1,13,2,13,3,13,4,13,3,12
357,8,1,13,2,13,3,13,4,13,3,12
358,8,1,13,2,13,3,13,4,13,3,12
359,8,1,13,2,13,3,13,4,13,3,12
360,8,1,13,2,13,3,13,4,13,3,12
361,8,1,13,2,13,3,13,4,13,3,12
362,8,1,13,2,13,3,13,4,13,3,12
363,8,1,13,2,13,3,13,4,13,3,12
364,8,1,13,2,13,3,13,4,13,3,12
365,8,1,13,2,13,3,13,4,13,2,12
366,8,1,13,2,13,3,13,4,13,2,12
367,8,1,13,2,13,3,13,4,13,2,12
368,8,1,13,2,13,3,13,4,13,2,12
369,8,1,13,2,13,3,13,4,13,2,12
370,8,1,13,2,13,3,13,4,13,2,12
371,8,1,13,2,13,3,13,4,13,2,12
372,8,1,13,2,13,3,13,4,13,2,12
373,8,1,13,2,13,3,13,4,13,2,12
374,8,1,13,2,13,3,13,4,13,2,12
375,8,1,13,2,13,3,13,4,13,2,12
376,8,1,13,2,13,3,13,4,13,2,12
377,8,1,13,2,13,3,13,4,13,2,12
378,8,1,13,2,13,3,13,4,13,2,12
379,8,1,13,2,13,3,13,4,13,1,12
380,8,1,13,2,13,3,13,4,13,1,12
381,8,1,13,2,13,3,13,4,13,1,12
382,8,1,13,2,13,3,13,4,13,1,12
383,8,1,13,2,13,3,13,4,13,1,12
384,8,1,13,2,13,3,13,4,13,1,12
385,8,1,13,2,13,3,13,4,13,1,12
386,8,1,13,2,13,3,13,4,13,1,12
387,8,1,13,2,13,3,13,4,13,1,12
388,8,1,13,2,13,3,13,4,13,1,12
389,8,1,13,2,13,3,13,4,13,4,11
390,8,1,13,2,13,3,13,4,13,4,11
391,8,1,13,2,13,3,13,4,13,4,11
392,8,1,13,2,13,3,13,4,13,3,11
393,8,1,13,2,13,3,13,4,13,3,11
394,8,1,13,2,13,3,13,4,13,3,11
395,8,1,13,2,13,3,13,4,13,2,11
396,8,1,13,2,13,3,13,4,13,2,11
397,8,1,13,2,13,3,13,4,13,1,11
398,8,1,13,2,13,3,13,4,13,1,11
399,8,1,13,2,13,3,13,4,13,1,11
400,8,1,13,2,13,3,13,4,13,1,11
401,8,1,13,2,13,3,13,4,13,1,11
402,8,1,13,2,13,3,13,4,13,4,10
403,8,1,13,2,13,3,13,4,13,4,10
404,8,1,13,2,13,3,13,4,13,3,10
405,8,1,13,2,13,3,13,4,13,3,10
406,8,1,13,2,13,3,13,4,13,3,10
407,8,1,13,2,13,3,13,4,13,2,10
408,8,1,13,2,13,3,13,4,13,2,10
409,8,1,13,2,13,3,13,4,13,1,10
410,8,1,13,2,13,3,13,4,13,1,10
411,8,1,13,2,13,3,13,4,13,1,10
412,8,1,13,2,13,3,13,4,13,3,9
413,8,1,13,2,13,3,13,4,13,2,9
414,8,1,13,2,13,3,13,4,13,2,9
415,8,1,13,2,13,3,13,4,13,1,9
416,8,1,13,2,13,3,13,4,13,1,9
417,8,1,13,2,13,3,13,4,13,4,8
418,8,1,13,2,13,3,13,4,13,3,8
419,8,1,13,2,13,3,13,4,13,2,8
420,8,1,13,2,13,3,13,4,13,2,6
421,8,1,13,2,13,3,13,4,13,2,6
422,8,1,13,2,13,3,13,4,13,1,6
423,8,1,12,2,12,3,12,4,12,4,13
424,8,1,12,2,12,3,12,4,12,4,13
425,8,1,12,2,12,3,12,4,12,4,13
426,8,1,12,2,12,3,12,4,12,4,13
427,8,1,12,2,12,3,12,4,12,4,13
428,8,1,12,2,12,3,12,4,12,4,13
429,8,1,12,2,12,3,12,4,12,4,13
430,8,1,12,2,12,3,12,4,12,4,13
431,8,1,12,2,12,3,12,4,12,3,13
432,8,1,12,2,12,3,12,4,12,3,13
433,8,1,12,2,12,3,12,4,12,3,13
434,8,1,12,2,12,3,12,4,12,3,13
435,8,1,12,2,12,3,12,4,12,3,13
436,8,1,12,2,12,3,12,4,12,3,13
437,8,1,12,2,12,3,12,4,12,3,13
438,8,1,12,2,12,3,12,4,12,3,13
439,8,1,12,2,12,3,12,4,12,2,13
440,8,1,12,2,12,3,12,4,12,2,13
441,8,1,12,2,12,3,12,4,12,2,13
442,8,1,12,2,12,3,12,4,12,2,13
443,8,1,12,2,12,3,12,4,12,2,13
444,8,1,12,2,12,3,12,4,12,2,13
445,8,1,12,2,12,3,12,4,12,2,13
446,8,1,12,2,12,3,12,4,12,2,13
447,8,1,12,2,12,3,12,4,12,1,13
448,8,1,12,2,12,3,12,4,12,1,13
449,8,1,12,2,12,3,12,4,12,1,13
450,8,1,12,2,12,3,12,4,12,1,13
451,8,1,12,2,12,3,12,4,12,1,13
452,8,1,12,2,12,3,12,4,12,1,13
453,8,1,12,2,12,3,12,4,12,1,13
454,8,1,12,2,12,3,12,4,12,1,13
455,8,1,12,2,12,3,12,4,12,1,13
456,8,1,12,2,12,3,12,4,12,1,13
457,8,1,12,2,12,3,12,4,12,4,11
458,8,1,12,2,12,3,12,4,12,4,11
459,8,1,12,2,12,3,12,4,12,4,11
460,8,1,12,2,12,3,12,4,12,4,11
461,8,1,12,2,12,3,12,4,12,4,11
462,8,1,12,2,12,3,12,4,12,4,11
463,8,1,12,2,12,3,12,4,12,4,11
464,8,1,12,2,12,3,12,4,12,4,11
465,8,1,12,2,12,3,12,4,12,3,11
466,8,1,12,2,12,3,12,4,12,3,11
467,8,1,12,2,12,3,12,4,12,3,11
468,8,1,12,2,12,3,12,4,12,3,11
469,8,1,12,2,12,3,12,4,12,3,11
470,8,1,12,2,12,3,12,4,12,3,11
471,8,1,12,2,12,3,12,4,12,2,11
472,8,1,12,2,12,3,12,4,12,2,11
473,8,1,12,2,12,3,12,4,12,2,11
474,8,1,12,2,12,3,12,4,12,2,11
475,8,1,12,2,12,3,12,4,12,2,11
476,8,1,12,2,12,3,12,4,12,2,11
477,8,1,12,2,12,3,12,4,12,2,11
478,8,1,12,2,12,3,12,4,12,1,11
479,8,1,12,2,12,3,12,4,12,1,11
480,8,1,12,2,12,3,12,4,12,1,11
481,8,1,12,2,12,3,12,4,12,1,11
482,8,1,12,2,12,3,12,4,12,4,10
483,8,1,12,2,12,3,12,4,12,4,10
484,8,1,12,2,12,3,12,4,12,4,10
485,8,1,12,2,12,3,12,4,12,4,10
486,8,1,12,2,12,3,12,4,12,4,10
487,8,1,12,2,12,3,12,4,12,4,10
488,8,1,12,2,12,3,12,4,12,4,10
489,8,1,12,2,12,3,12,4,12,4,10
490,8,1,12,2,12,3,12,4,12,3,10
491,8,1,12,2,12,3,12,4,12,2,10
492,8,1,12,2,12,3,12,4,12,2,10
493,8,1,12,2,12,3,12,4,12,1,10
494,8,1,12,2,12,3,12,4,12,1,10
495,8,1,12,2,12,3,12,4,12,4,9
496,8,1,12,2,12,3,12,4,12,2,9
497,8,1,12,2,12,3,12,4,12,4,8
498,8,1,12,2,12,3,12,4,12,3,8
499,8,1,12,2,12,3,12,4,12,1,8
500,8,1,12,2,12,3,12,4,12,4,7
501,8,1,12,2,12,3,12,4,12,2,7
502,8,1,12,2,12,3,12,4,12,3,6
503,8,1,12,2,12,3,12,4,12,1,6
504,8,1,11,2,11,3,11,4,11,4,13
505,8,1,11,2,11,3,11,4,11,4,13
506,8,1,11,2,11,3,11,4,11,4,13
507,8,1,11,2,11,3,11,4,11,4,13
508,8,1,11,2,11,3,11,4,11,4,13
509,8,1,11,2,11,3,11,4,11,4,13
510,8,1,11,2,11,3,11,4,11,3,13
511,8,1,11,2,11,3,11,4,11,3,13
512,8,1,11,2,11,3,11,4,11,3,13
513,8,1,11,2,11,3,11,4,11,3,13
514,8,1,11,2,11,3,11,4,11,3,13
515,8,1,11,2,11,3,11,4,11,3,13
516,8,1,11,2,11,3,11,4,11,3,13
517,8,1,11,2,11,3,11,4,11,2,13
518,8,1,11,2,11,3,11,4,11,2,13
519,8,1,11,2,11,3,11,4,11,2,13
520,8,1,11,2,11,3,11,4,11,2,13
521,8,1,11,2,11,3,11,4,11,2,13
522,8,1,11,2,11,3,11,4,11,2,13
523,8,1,11,2,11,3,11,4,11,2,13
524,8,1,11,2,11,3,11,4,11,2,13
525,8,1,11,2,11,3,11,4,11,2,13
526,8,1,11,2,11,3,11,4,11,1,13
527,8,1,11,2,11,3,11,4,11,1,13
528,8,1,11,2,11,3,11,4,11,1,13
529,8,1,11,2,11,3,11,4,11,1,13
530,8,1,11,2,11,3,11,4,11,1,13
531,8,1,11,2,11,3,11,4,11,1,13
532,8,1,11,2,11,3,11,4,11,1,13
533,8,1,11,2,11,3,11,4,11,1,13
534,8,1,11,2,11,3,11,4,11,1,13
535,8,1,11,2,11,3,11,4,11,4,12
536,8,1,11,2,11,3,11,4,11,4,12
537,8,1,11,2,11,3,11,4,11,4,12
538,8,1,11,2,11,3,11,4,11,4,12
539,8,1,11,2,11,3,11,4,11,4,12
540,8,1,11,2,11,3,11,4,11,3,12
541,8,1,11,2,11,3,11,4,11,3,12
542,8,1,11,2,11,3,11,4,11,3,12
543,8,1,11,2,11,3,11,4,11,3,12
544,8,1,11,2,11,3,11,4,11,3,12
545,8,1,11,2,11,3,11,4,11,3,12
546,8,1,11,2,11,3,11,4,11,3,12
547,8,1,11,2,11,3,11,4,11,3,12
548,8,1,11,2,11,3,11,4,11,3,12
549,8,1,11,2,11,3,11,4,11,2,12
550,8,1,11,2,11,3,11,4,11,2,12
551,8,1,11,2,11,3,11,4,11,2,12
552,8,1,11,2,11,3,11,4,11,1,12
553,8,1,11,2,11,3,11,4,11,1,12
554,8,1,11,2,11,3,11,4,11,1,12
555,8,1,11,2,11,3,11,4,11,1,12
556,8,1,11,2,11,3,11,4,11,4,10
557,8,1,11,2,11,3,11,4,11,3,10
558,8,1,11,2,11,3,11,4,11,3,10
559,8,1,11,2,11,3,11,4,11,3,10
560,8,1,11,2,11,3,11,4,11,2,10
561,8,1,11,2,11,3,11,4,11,2,10
562,8,1,11,2,11,3,11,4,11,2,10
563,8,1,11,2,11,3,11,4,11,1,10
564,8,1,11,2,11,3,11,4,11,1,10
565,8,1,11,2,11,3,11,4,11,4,9
566,8,1,11,2,11,3,11,4,11,3,9
567,8,1,11,2,11,3,11,4,11,3,9
568,8,1,11,2,11,3,11,4,11,2,9
569,8,1,11,2,11,3,11,4,11,4,8
570,8,1,11,2,11,3,11,4,11,4,8
571,8,1,11,2,11,3,11,4,11,1,8
572,8,1,11,2,11,3,11,4,11,1,8
573,8,1,11,2,11,3,11,4,11,1,8
