,bfront_label,bfront_c1_suit,bfront_c1_rank,bfront_c2_suit,bfront_c2_rank,bfront_c3_suit,bfront_c3_rank
131,4,4,8,3,8,2,8
132,4,4,8,3,8,1,8
133,4,4,8,3,8,1,8
134,4,4,8,3,8,1,8
135,4,4,8,3,8,1,8
136,4,4,8,1,8,3,8
137,4,3,8,4,8,2,8
138,4,3,8,4,8,1,8
139,4,3,8,2,8,4,8
140,4,3,8,2,8,4,8
141,4,3,8,2,8,1,8
142,4,3,8,2,8,1,8
143,4,3,8,1,8,4,8
144,4,3,8,1,8,4,8
145,4,3,8,1,8,4,8
146,4,3,8,1,8,2,8
147,4,3,8,1,8,2,8
148,4,2,8,4,8,1,8
149,4,2,8,3,8,4,8
150,4,2,8,3,8,1,8
151,4,2,8,3,8,1,8
152,4,2,8,3,8,1,8
153,4,2,8,1,8,4,8
154,4,2,8,1,8,4,8
155,4,2,8,1,8,3,8
156,4,2,8,1,8,3,8
157,4,1,8,4,8,3,8
158,4,1,8,4,8,2,8
159,4,1,8,3,8,4,8
160,4,1,8,3,8,2,8
161,4,1,8,3,8,2,8
162,4,1,8,2,8,4,8
163,4,1,8,2,8,3,8
164,4,4,7,3,7,2,7
165,4,4,7,3,7,2,7
166,4,4,7,3,7,2,7
167,4,4,7,3,7,2,7
168,4,4,7,3,7,1,7
169,4,4,7,2,7,3,7
170,4,4,7,2,7,3,7
171,4,4,7,2,7,3,7
172,4,4,7,2,7,3,7
173,4,4,7,2,7,3,7
174,4,4,7,2,7,1,7
175,4,4,7,1,7,3,7
176,4,4,7,1,7,3,7
177,4,3,7,4,7,2,7
178,4,3,7,4,7,1,7
179,4,3,7,2,7,4,7
180,4,3,7,2,7,1,7
181,4,3,7,2,7,1,7
182,4,3,7,2,7,1,7
183,4,3,7,2,7,1,7
184,4,3,7,2,7,1,7
185,4,3,7,1,7,2,7
186,4,2,7,4,7,3,7
187,4,2,7,4,7,3,7
188,4,2,7,3,7,4,7
189,4,2,7,3,7,4,7
190,4,2,7,3,7,1,7
191,4,2,7,3,7,1,7
192,4,2,7,1,7,4,7
193,4,2,7,1,7,3,7
194,4,2,7,1,7,3,7
195,4,1,7,4,7,3,7
196,4,1,7,4,7,3,7
197,4,1,7,3,7,4,7
198,4,1,7,3,7,4,7
199,4,1,7,3,7,2,7
200,4,1,7,3,7,2,7
201,4,1,7,3,7,2,7
202,4,1,7,3,7,2,7
203,4,1,7,2,7,4,7
204,4,1,7,2,7,4,7
205,4,4,6,3,6,2,6
206,4,4,6,3,6,2,6
207,4,4,6,3,6,1,6
208,4,4,6,2,6,3,6
209,4,4,6,2,6,3,6
210,4,4,6,2,6,3,6
211,4,4,6,1,6,3,6
212,4,4,6,1,6,3,6
213,4,4,6,1,6,3,6
214,4,4,6,1,6,2,6
215,4,4,6,1,6,2,6
216,4,3,6,4,6,2,6
217,4,3,6,4,6,2,6
218,4,3,6,4,6,2,6
219,4,3,6,4,6,2,6
220,4,3,6,4,6,2,6
221,4,3,6,4,6,1,6
222,4,3,6,4,6,1,6
223,4,3,6,4,6,1,6
224,4,3,6,2,6,4,6
225,4,3,6,2,6,4,6
226,4,3,6,2,6,4,6
227,4,3,6,2,6,4,6
228,4,3,6,2,6,4,6
229,4,3,6,2,6,4,6
230,4,3,6,2,6,1,6
231,4,3,6,2,6,1,6
232,4,3,6,1,6,4,6
233,4,3,6,1,6,4,6
234,4,3,6,1,6,2,6
235,4,3,6,1,6,2,6
236,4,2,6,4,6,3,6
237,4,2,6,4,6,1,6
238,4,2,6,4,6,1,6
239,4,2,6,4,6,1,6
240,4,2,6,3,6,4,6
241,4,2,6,1,6,3,6
242,4,2,6,1,6,3,6
243,4,1,6,4,6,3,6
244,4,1,6,4,6,3,6
245,4,1,6,4,6,3,6
246,4,1,6,4,6,2,6
247,4,1,6,4,6,2,6
248,4,1,6,4,6,2,6
249,4,1,6,3,6,4,6
250,4,1,6,3,6,2,6
251,4,1,6,2,6,3,6
252,4,1,6,2,6,3,6
253,4,4,5,3,5,2,5
254,4,4,5,3,5,2,5
255,4,4,5,3,5,1,5
256,4,4,5,2,5,3,5
257,4,4,5,2,5,3,5
258,4,4,5,2,5,3,5
259,4,4,5,2,5,1,5
260,4,4,5,2,5,1,5
261,4,4,5,2,5,1,5
262,4,4,5,1,5,3,5
263,4,4,5,1,5,2,5
264,4,3,5,4,5,2,5
265,4,3,5,4,5,2,5
266,4,3,5,4,5,2,5
267,4,3,5,4,5,1,5
268,4,3,5,4,5,1,5
269,4,3,5,4,5,1,5
270,4,3,5,2,5,1,5
271,4,3,5,2,5,1,5
272,4,3,5,2,5,1,5
273,4,3,5,1,5,2,5
274,4,3,5,1,5,2,5
275,4,2,5,4,5,3,5
276,4,2,5,4,5,3,5
277,4,2,5,4,5,3,5
278,4,2,5,3,5,4,5
279,4,2,5,3,5,1,5
280,4,2,5,1,5,4,5
281,4,2,5,1,5,3,5
282,4,1,5,3,5,4,5
283,4,1,5,3,5,4,5
284,4,1,5,2,5,4,5
285,4,1,5,2,5,4,5
286,4,1,5,2,5,4,5
287,4,1,5,2,5,3,5
288,4,1,5,2,5,3,5
289,4,1,5,2,5,3,5
290,4,4,4,3,4,2,4
291,4,4,4,3,4,1,4
292,4,4,4,3,4,1,4
293,4,4,4,3,4,1,4
294,4,4,4,2,4,1,4
295,4,4,4,2,4,1,4
296,4,4,4,1,4,3,4
297,4,4,4,1,4,3,4
298,4,4,4,1,4,2,4
299,4,4,4,1,4,2,4
300,4,3,4,4,4,2,4
301,4,3,4,4,4,2,4
302,4,3,4,4,4,1,4
303,4,3,4,4,4,1,4
304,4,3,4,4,4,1,4
305,4,3,4,2,4,4,4
306,4,3,4,2,4,1,4
307,4,3,4,2,4,1,4
308,4,3,4,2,4,1,4
309,4,3,4,2,4,1,4
310,4,3,4,1,4,4,4
311,4,3,4,1,4,4,4
312,4,3,4,1,4,4,4
313,4,3,4,1,4,4,4
314,4,3,4,1,4,2,4
315,4,3,4,1,4,2,4
316,4,3,4,1,4,2,4
317,4,2,4,4,4,3,4
318,4,2,4,4,4,3,4
319,4,2,4,4,4,3,4
320,4,2,4,4,4,1,4
321,4,2,4,4,4,1,4
322,4,2,4,3,4,4,4
323,4,2,4,3,4,4,4
324,4,2,4,3,4,4,4
325,4,2,4,3,4,4,4
326,4,2,4,3,4,4,4
327,4,2,4,3,4,4,4
328,4,2,4,3,4,1,4
329,4,2,4,3,4,1,4
330,4,2,4,3,4,1,4
331,4,2,4,1,4,4,4
332,4,2,4,1,4,3,4
333,4,2,4,1,4,3,4
334,4,1,4,4,4,3,4
335,4,1,4,4,4,3,4
336,4,1,4,4,4,3,4
337,4,1,4,3,4,4,4
338,4,1,4,3,4,4,4
339,4,1,4,3,4,2,4
340,4,1,4,3,4,2,4
341,4,1,4,3,4,2,4
342,4,1,4,2,4,4,4
343,4,1,4,2,4,4,4
344,4,1,4,2,4,4,4
345,4,1,4,2,4,4,4
346,4,1,4,2,4,3,4
347,4,4,3,3,3,2,3
348,4,4,3,3,3,2,3
349,4,4,3,3,3,2,3
350,4,4,3,3,3,2,3
351,4,4,3,3,3,1,3
352,4,4,3,3,3,1,3
353,4,4,3,2,3,3,3
354,4,4,3,2,3,1,3
355,4,4,3,2,3,1,3
356,4,4,3,1,3,3,3
357,4,4,3,1,3,3,3
358,4,3,3,4,3,2,3
359,4,3,3,4,3,1,3
360,4,3,3,2,3,4,3
361,4,3,3,2,3,4,3
362,4,3,3,2,3,4,3
363,4,3,3,2,3,4,3
364,4,3,3,2,3,4,3
365,4,3,3,2,3,1,3
366,4,3,3,1,3,4,3
367,4,3,3,1,3,4,3
368,4,3,3,1,3,4,3
369,4,3,3,1,3,2,3
370,4,3,3,1,3,2,3
371,4,2,3,4,3,3,3
372,4,2,3,4,3,1,3
373,4,2,3,3,3,4,3
374,4,2,3,3,3,4,3
375,4,2,3,3,3,4,3
376,4,2,3,3,3,4,3
377,4,2,3,3,3,1,3
378,4,2,3,3,3,1,3
379,4,2,3,3,3,1,3
380,4,2,3,3,3,1,3
381,4,2,3,1,3,4,3
382,4,2,3,1,3,3,3
383,4,2,3,1,3,3,3
384,4,1,3,4,3,3,3
385,4,1,3,4,3,3,3
386,4,1,3,4,3,3,3
387,4,1,3,4,3,3,3
388,4,1,3,4,3,2,3
389,4,1,3,4,3,2,3
390,4,1,3,4,3,2,3
391,4,1,3,3,3,4,3
392,4,1,3,3,3,4,3
393,4,1,3,3,3,2,3
394,4,1,3,3,3,2,3
395,4,1,3,3,3,2,3
396,4,1,3,2,3,4,3
397,4,1,3,2,3,4,3
398,4,1,3,2,3,4,3
399,4,1,3,2,3,3,3
400,4,1,3,2,3,3,3
401,4,4,2,3,2,2,2
402,4,4,2,3,2,2,2
403,4,4,2,3,2,2,2
404,4,4,2,3,2,1,2
405,4,4,2,2,2,3,2
406,4,4,2,1,2,3,2
407,4,4,2,1,2,3,2
408,4,4,2,1,2,2,2
409,4,4,2,1,2,2,2
410,4,4,2,1,2,2,2
411,4,4,2,1,2,2,2
412,4,3,2,4,2,2,2
413,4,3,2,4,2,2,2
414,4,3,2,4,2,1,2
415,4,3,2,4,2,1,2
416,4,3,2,4,2,1,2
417,4,3,2,4,2,1,2
418,4,3,2,4,2,1,2
419,4,3,2,4,2,1,2
420,4,3,2,4,2,1,2
421,4,3,2,2,2,4,2
422,4,3,2,2,2,4,2
423,4,3,2,2,2,4,2
424,4,3,2,2,2,4,2
425,4,3,2,2,2,1,2
426,4,3,2,2,2,1,2
427,4,3,2,2,2,1,2
428,4,3,2,2,2,1,2
429,4,3,2,2,2,1,2
430,4,3,2,1,2,4,2
431,4,3,2,1,2,4,2
432,4,3,2,1,2,4,2
433,4,3,2,1,2,4,2
434,4,3,2,1,2,2,2
435,4,3,2,1,2,2,2
436,4,3,2,1,2,2,2
437,4,2,2,4,2,3,2
438,4,2,2,4,2,1,2
439,4,2,2,4,2,1,2
440,4,2,2,4,2,1,2
441,4,2,2,4,2,1,2
442,4,2,2,4,2,1,2
443,4,2,2,4,2,1,2
444,4,2,2,4,2,1,2
445,4,2,2,3,2,4,2
446,4,2,2,3,2,4,2
447,4,2,2,3,2,1,2
448,4,2,2,3,2,1,2
449,4,2,2,3,2,1,2
450,4,2,2,1,2,4,2
451,4,2,2,1,2,4,2
452,4,2,2,1,2,3,2
453,4,2,2,1,2,3,2
454,4,2,2,1,2,3,2
455,4,1,2,4,2,3,2
456,4,1,2,4,2,2,2
457,4,1,2,4,2,2,2
458,4,1,2,4,2,2,2
459,4,1,2,3,2,4,2
460,4,1,2,3,2,2,2
461,4,1,2,3,2,2,2
462,4,1,2,3,2,2,2
463,4,1,2,3,2,2,2
464,4,1,2,2,2,4,2
465,4,1,2,2,2,3,2
466,4,1,2,2,2,3,2
467,4,4,1,3,1,1,1
468,4,4,1,3,1,1,1
469,4,4,1,2,1,3,1
470,4,4,1,2,1,3,1
471,4,4,1,2,1,3,1
472,4,4,1,2,1,3,1
473,4,4,1,2,1,1,1
474,4,4,1,2,1,1,1
475,4,4,1,2,1,1,1
476,4,4,1,2,1,1,1
477,4,4,1,2,1,1,1
478,4,4,1,1,1,3,1
479,4,4,1,1,1,3,1
480,4,4,1,1,1,2,1
481,4,4,1,1,1,2,1
482,4,4,1,1,1,2,1
483,4,3,1,4,1,2,1
484,4,3,1,4,1,2,1
485,4,3,1,4,1,1,1
486,4,3,1,4,1,1,1
487,4,3,1,4,1,1,1
488,4,3,1,4,1,1,1
489,4,3,1,2,1,4,1
490,4,3,1,2,1,4,1
491,4,3,1,2,1,4,1
492,4,3,1,2,1,1,1
493,4,3,1,2,1,1,1
494,4,3,1,2,1,1,1
495,4,3,1,2,1,1,1
496,4,3,1,2,1,1,1
497,4,3,1,1,1,4,1
498,4,3,1,1,1,4,1
499,4,3,1,1,1,2,1
500,4,3,1,1,1,2,1
501,4,2,1,4,1,3,1
502,4,2,1,4,1,3,1
503,4,2,1,4,1,3,1
504,4,2,1,4,1,1,1
505,4,2,1,4,1,1,1
506,4,2,1,4,1,1,1
507,4,2,1,3,1,4,1
508,4,2,1,3,1,4,1
509,4,2,1,3,1,4,1
510,4,2,1,3,1,1,1
511,4,2,1,3,1,1,1
512,4,2,1,3,1,1,1
513,4,2,1,3,1,1,1
514,4,2,1,1,1,4,1
515,4,2,1,1,1,4,1
516,4,2,1,1,1,4,1
517,4,2,1,1,1,4,1
518,4,2,1,1,1,4,1
519,4,2,1,1,1,3,1
520,4,2,1,1,1,3,1
521,4,2,1,1,1,3,1
522,4,1,1,4,1,3,1
523,4,1,1,4,1,3,1
524,4,1,1,4,1,3,1
525,4,1,1,4,1,3,1
526,4,1,1,4,1,3,1
527,4,1,1,4,1,2,1
528,4,1,1,4,1,2,1
529,4,1,1,4,1,2,1
530,4,1,1,3,1,4,1
531,4,1,1,3,1,4,1
532,4,1,1,3,1,4,1
533,4,1,1,3,1,4,1
534,4,1,1,3,1,4,1
535,4,1,1,3,1,2,1
536,4,1,1,3,1,2,1
537,4,1,1,3,1,2,1
538,4,1,1,2,1,4,1
539,4,1,1,2,1,4,1
540,4,1,1,2,1,4,1
541,4,1,1,2,1,4,1
542,4,1,1,2,1,4,1
543,4,1,1,2,1,3,1
544,4,1,1,2,1,3,1
545,4,1,1,2,1,3,1
546,4,1,1,2,1,3,1
547,4,1,1,2,1,3,1
548,4,1,1,2,1,3,1
549,2,4,13,3,13,4,12
550,2,4,13,3,13,4,12
551,2,4,13,3,13,4,12
552,2,4,13,3,13,4,12
553,2,4,13,3,13,4,12
554,2,4,13,3,13,4,12
555,2,4,13,3,13,4,12
556,2,4,13,3,13,4,12
557,2,4,13,3,13,4,12
558,2,4,13,3,13,4,12
559,2,4,13,3,13,4,12
560,2,4,13,3,13,4,12
561,2,4,13,3,13,4,12
562,2,4,13,3,13,4,12
563,2,4,13,3,13,4,12
564,2,4,13,3,13,4,12
565,2,4,13,3,13,4,12
566,2,4,13,3,13,4,12
567,2,4,13,3,13,4,12
568,2,4,13,3,13,4,12
569,2,4,13,3,13,4,12
570,2,4,13,3,13,4,12
571,2,4,13,3,13,4,12
572,2,4,13,3,13,4,12
573,2,4,13,3,13,4,12
574,2,4,13,3,13,4,12
575,2,4,13,3,13,4,12
576,2,4,13,3,13,4,12
577,2,4,13,3,13,4,12
578,2,4,13,3,13,4,12
579,2,4,13,3,13,4,12
580,2,4,13,3,13,4,12
581,2,4,13,3,13,4,12
582,2,4,13,3,13,4,12
583,2,4,13,3,13,4,12
584,2,4,13,3,13,4,12
585,2,4,13,3,13,4,12
586,2,4,13,3,13,4,12
587,2,4,13,3,13,4,12
588,2,4,13,3,13,4,12
589,2,4,13,3,13,4,12
590,2,4,13,3,13,4,12
591,2,4,13,3,13,4,12
592,2,4,13,3,13,4,12
593,2,4,13,3,13,4,12
594,2,4,13,3,13,4,12
595,2,4,13,3,13,3,12
596,2,4,13,3,13,3,12
597,2,4,13,3,13,3,12
598,2,4,13,3,13,3,12
599,2,4,13,3,13,3,12
600,2,4,13,3,13,3,12
601,2,4,13,3,13,3,12
602,2,4,13,3,13,3,12
603,2,4,13,3,13,3,12
604,2,4,13,3,13,3,12
605,2,4,13,3,13,3,12
606,2,4,13,3,13,3,12
607,2,4,13,3,13,3,12
608,2,4,13,3,13,3,12
609,2,4,13,3,13,3,12
610,2,4,13,3,13,3,12
611,2,4,13,3,13,3,12
612,2,4,13,3,13,3,12
613,2,4,13,3,13,3,12
614,2,4,13,3,13,3,12
615,2,4,13,3,13,3,12
616,2,4,13,3,13,3,12
617,2,4,13,3,13,3,12
618,2,4,13,3,13,3,12
619,2,4,13,3,13,3,12
620,2,4,13,3,13,3,12
621,2,4,13,3,13,3,12
622,2,4,13,3,13,3,12
623,2,4,13,3,13,3,12
624,2,4,13,3,13,3,12
625,2,4,13,3,13,3,12
626,2,4,13,3,13,3,12
627,2,4,13,3,13,3,12
628,2,4,13,3,13,3,12
629,2,4,13,3,13,3,12
630,2,4,13,3,13,3,12
631,2,4,13,3,13,3,12
632,2,4,13,3,13,3,12
633,2,4,13,3,13,3,12
634,2,4,13,3,13,3,12
635,2,4,13,3,13,3,12
636,2,4,13,3,13,3,12
637,2,4,13,3,13,3,12
638,2,4,13,3,13,3,12
639,2,4,13,3,13,3,12
640,2,4,13,3,13,3,12
641,2,4,13,3,13,3,12
642,2,4,13,3,13,3,12
643,2,4,13,3,13,3,12
644,2,4,13,3,13,3,12
645,2,4,13,3,13,2,12
646,2,4,13,3,13,2,12
647,2,4,13,3,13,2,12
648,2,4,13,3,13,2,12
649,2,4,13,3,13,2,12
650,2,4,13,3,13,2,12
651,2,4,13,3,13,2,12
652,2,4,13,3,13,2,12
653,2,4,13,3,13,2,12
654,2,4,13,3,13,2,12
655,2,4,13,3,13,2,12
656,2,4,13,3,13,2,12
657,2,4,13,3,13,2,12
658,2,4,13,3,13,2,12
659,2,4,13,3,13,2,12
660,2,4,13,3,13,2,12
661,2,4,13,3,13,2,12
662,2,4,13,3,13,2,12
663,2,4,13,3,13,2,12
664,2,4,13,3,13,2,12
665,2,4,13,3,13,2,12
666,2,4,13,3,13,2,12
667,2,4,13,3,13,2,12
668,2,4,13,3,13,2,12
669,2,4,13,3,13,2,12
670,2,4,13,3,13,2,12
671,2,4,13,3,13,2,12
672,2,4,13,3,13,2,12
673,2,4,13,3,13,2,12
674,2,4,13,3,13,2,12
675,2,4,13,3,13,2,12
676,2,4,13,3,13,2,12
677,2,4,13,3,13,2,12
678,2,4,13,3,13,2,12
679,2,4,13,3,13,2,12
680,2,4,13,3,13,2,12
681,2,4,13,3,13,2,12
682,2,4,13,3,13,2,12
683,2,4,13,3,13,2,12
684,2,4,13,3,13,2,12
685,2,4,13,3,13,2,12
686,2,4,13,3,13,1,12
687,2,4,13,3,13,1,12
688,2,4,13,3,13,1,12
689,2,4,13,3,13,1,12
690,2,4,13,3,13,1,12
691,2,4,13,3,13,1,12
692,2,4,13,3,13,1,12
693,2,4,13,3,13,1,12
694,2,4,13,3,13,1,12
695,2,4,13,3,13,1,12
696,2,4,13,3,13,1,12
697,2,4,13,3,13,1,12
698,2,4,13,3,13,1,12
699,2,4,13,3,13,1,12
700,2,4,13,3,13,1,12
701,2,4,13,3,13,1,12
702,2,4,13,3,13,1,12
703,2,4,13,3,13,1,12
704,2,4,13,3,13,1,12
705,2,4,13,3,13,1,12
706,2,4,13,3,13,1,12
707,2,4,13,3,13,1,12
708,2,4,13,3,13,1,12
709,2,4,13,3,13,1,12
710,2,4,13,3,13,1,12
711,2,4,13,3,13,1,12
712,2,4,13,3,13,1,12
713,2,4,13,3,13,1,12
714,2,4,13,3,13,1,12
715,2,4,13,3,13,1,12
716,2,4,13,3,13,1,12
717,2,4,13,3,13,1,12
718,2,4,13,3,13,1,12
719,2,4,13,3,13,1,12
720,2,4,13,3,13,1,12
721,2,4,13,3,13,1,12
722,2,4,13,3,13,1,12
723,2,4,13,2,13,4,12
724,2,4,13,2,13,4,12
725,2,4,13,2,13,4,12
726,2,4,13,2,13,4,12
727,2,4,13,2,13,4,12
728,2,4,13,2,13,4,12
729,2,4,13,2,13,4,12
730,2,4,13,2,13,4,12
731,2,4,13,2,13,4,12
732,2,4,13,2,13,4,12
733,2,4,13,2,13,4,12
734,2,4,13,2,13,4,12
735,2,4,13,2,13,4,12
736,2,4,13,2,13,4,12
737,2,4,13,2,13,4,12
738,2,4,13,2,13,4,12
739,2,4,13,2,13,4,12
740,2,4,13,2,13,4,12
741,2,4,13,2,13,4,12
742,2,4,13,2,13,4,12
743,2,4,13,2,13,4,12
744,2,4,13,2,13,4,12
745,2,4,13,2,13,4,12
746,2,4,13,2,13,4,12
747,2,4,13,2,13,4,12
748,2,4,13,2,13,4,12
749,2,4,13,2,13,4,12
750,2,4,13,2,13,4,12
751,2,4,13,2,13,4,12
752,2,4,13,2,13,4,12
753,2,4,13,2,13,3,12
754,2,4,13,2,13,3,12
755,2,4,13,2,13,3,12
756,2,4,13,2,13,3,12
757,2,4,13,2,13,3,12
758,2,4,13,2,13,3,12
759,2,4,13,2,13,3,12
760,2,4,13,2,13,3,12
761,2,4,13,2,13,3,12
762,2,4,13,2,13,3,12
763,2,4,13,2,13,3,12
764,2,4,13,2,13,3,12
765,2,4,13,2,13,3,12
766,2,4,13,2,13,3,12
767,2,4,13,2,13,3,12
768,2,4,13,2,13,3,12
769,2,4,13,2,13,3,12
770,2,4,13,2,13,3,12
771,2,4,13,2,13,3,12
772,2,4,13,2,13,3,12
773,2,4,13,2,13,3,12
774,2,4,13,2,13,3,12
775,2,4,13,2,13,3,12
776,2,4,13,2,13,3,12
777,2,4,13,2,13,3,12
778,2,4,13,2,13,3,12
779,2,4,13,2,13,3,12
780,2,4,13,2,13,3,12
781,2,4,13,2,13,3,12
782,2,4,13,2,13,3,12
783,2,4,13,2,13,3,12
784,2,4,13,2,13,3,12
785,2,4,13,2,13,3,12
786,2,4,13,2,13,2,12
787,2,4,13,2,13,2,12
788,2,4,13,2,13,2,12
789,2,4,13,2,13,2,12
790,2,4,13,2,13,2,12
791,2,4,13,2,13,2,12
792,2,4,13,2,13,2,12
793,2,4,13,2,13,2,12
794,2,4,13,2,13,2,12
795,2,4,13,2,13,2,12
796,2,4,13,2,13,2,12
797,2,4,13,2,13,2,12
798,2,4,13,2,13,2,12
799,2,4,13,2,13,2,12
800,2,4,13,2,13,2,12
801,2,4,13,2,13,2,12
802,2,4,13,2,13,2,12
803,2,4,13,2,13,2,12
804,2,4,13,2,13,2,12
805,2,4,13,2,13,2,12
806,2,4,13,2,13,2,12
807,2,4,13,2,13,2,12
808,2,4,13,2,13,2,12
809,2,4,13,2,13,2,12
810,2,4,13,2,13,2,12
811,2,4,13,2,13,2,12
812,2,4,13,2,13,2,12
813,2,4,13,2,13,2,12
814,2,4,13,2,13,2,12
815,2,4,13,2,13,2,12
816,2,4,13,2,13,2,12
817,2,4,13,2,13,2,12
818,2,4,13,2,13,2,12
819,2,4,13,2,13,2,12
820,2,4,13,2,13,2,12
821,2,4,13,2,13,2,12
822,2,4,13,2,13,2,12
823,2,4,13,2,13,2,12
824,2,4,13,2,13,2,12
825,2,4,13,2,13,2,12
826,2,4,13,2,13,2,12
827,2,4,13,2,13,2,12
828,2,4,13,2,13,2,12
829,2,4,13,2,13,1,12
830,2,4,13,2,13,1,12
831,2,4,13,2,13,1,12
832,2,4,13,2,13,1,12
833,2,4,13,2,13,1,12
834,2,4,13,2,13,1,12
835,2,4,13,2,13,1,12
836,2,4,13,2,13,1,12
837,2,4,13,2,13,1,12
838,2,4,13,2,13,1,12
839,2,4,13,2,13,1,12
840,2,4,13,2,13,1,12
841,2,4,13,2,13,1,12
842,2,4,13,2,13,1,12
843,2,4,13,2,13,1,12
844,2,4,13,2,13,1,12
845,2,4,13,2,13,1,12
846,2,4,13,2,13,1,12
847,2,4,13,2,13,1,12
848,2,4,13,2,13,1,12
849,2,4,13,2,13,1,12
850,2,4,13,2,13,1,12
851,2,4,13,2,13,1,12
852,2,4,13,2,13,1,12
853,2,4,13,2,13,1,12
854,2,4,13,2,13,1,12
855,2,4,13,2,13,1,12
856,2,4,13,2,13,1,12
857,2,4,13,2,13,1,12
858,2,4,13,2,13,1,12
859,2,4,13,2,13,1,12
860,2,4,13,2,13,1,12
861,2,4,13,2,13,1,12
862,2,4,13,2,13,1,12
863,2,4,13,2,13,1,12
864,2,4,13,2,13,1,12
865,2,4,13,2,13,1,12
