,bback_label,bback_c1_suit,bback_c1_rank,bback_c2_suit,bback_c2_rank,bback_c3_suit,bback_c3_rank,bback_c4_suit,bback_c4_rank,bback_c5_suit,bback_c5_rank
64,10,2,13,2,12,2,11,2,10,2,9
65,10,2,13,2,12,2,11,2,10,2,9
66,10,2,13,2,12,2,11,2,10,2,9
67,10,2,13,2,12,2,11,2,10,2,9
68,10,2,13,2,12,2,11,2,10,2,9
69,10,2,13,2,12,2,11,2,10,2,9
70,10,2,13,2,12,2,11,2,10,2,9
71,10,2,13,2,12,2,11,2,10,2,9
72,10,2,13,2,12,2,11,2,10,2,9
73,10,2,13,2,12,2,11,2,10,2,9
74,10,2,13,2,12,2,11,2,10,2,9
75,10,2,13,2,12,2,11,2,10,2,9
76,10,1,13,1,12,1,11,1,10,1,9
77,10,1,13,1,12,1,11,1,10,1,9
78,10,1,13,1,12,1,11,1,10,1,9
79,10,1,13,1,12,1,11,1,10,1,9
80,10,1,13,1,12,1,11,1,10,1,9
81,10,1,13,1,12,1,11,1,10,1,9
82,10,1,13,1,12,1,11,1,10,1,9
83,10,1,13,1,12,1,11,1,10,1,9
84,10,1,13,1,12,1,11,1,10,1,9
85,10,1,13,1,12,1,11,1,10,1,9
86,10,1,13,1,12,1,11,1,10,1,9
87,10,1,13,1,12,1,11,1,10,1,9
88,10,1,13,1,12,1,11,1,10,1,9
89,10,1,13,1,12,1,11,1,10,1,9
90,10,1,13,1,12,1,11,1,10,1,9
91,10,1,13,1,12,1,11,1,10,1,9
92,10,1,13,1,12,1,11,1,10,1,9
93,10,1,13,1,12,1,11,1,10,1,9
94,10,1,13,1,12,1,11,1,10,1,9
95,10,1,13,1,12,1,11,1,10,1,9
96,10,1,13,1,12,1,11,1,10,1,9
97,10,1,13,1,12,1,11,1,10,1,9
98,10,1,13,1,12,1,11,1,10,1,9
99,10,1,13,1,12,1,11,1,10,1,9
100,10,1,13,1,12,1,11,1,10,1,9
101,10,1,13,1,12,1,11,1,10,1,9
102,10,1,13,1,12,1,11,1,10,1,9
103,10,1,13,1,12,1,11,1,10,1,9
104,9,4,12,4,11,4,10,4,9,4,8
105,9,4,12,4,11,4,10,4,9,4,8
106,9,4,12,4,11,4,10,4,9,4,8
107,9,4,12,4,11,4,10,4,9,4,8
108,9,4,12,4,11,4,10,4,9,4,8
109,9,4,12,4,11,4,10,4,9,4,8
110,9,4,12,4,11,4,10,4,9,4,8
111,9,4,12,4,11,4,10,4,9,4,8
112,9,4,12,4,11,4,10,4,9,4,8
113,9,4,12,4,11,4,10,4,9,4,8
114,9,4,12,4,11,4,10,4,9,4,8
115,9,4,12,4,11,4,10,4,9,4,8
116,9,4,12,4,11,4,10,4,9,4,8
117,9,4,12,4,11,4,10,4,9,4,8
118,9,4,12,4,11,4,10,4,9,4,8
119,9,4,12,4,11,4,10,4,9,4,8
120,9,4,12,4,11,4,10,4,9,4,8
121,9,4,12,4,11,4,10,4,9,4,8
122,9,4,12,4,11,4,10,4,9,4,8
123,9,4,12,4,11,4,10,4,9,4,8
124,9,4,12,4,11,4,10,4,9,4,8
125,9,4,12,4,11,4,10,4,9,4,8
126,9,4,12,4,11,4,10,4,9,4,8
127,9,4,12,4,11,4,10,4,9,4,8
128,9,4,12,4,11,4,10,4,9,4,8
129,9,4,12,4,11,4,10,4,9,4,8
130,9,4,12,4,11,4,10,4,9,4,8
131,9,4,12,4,11,4,10,4,9,4,8
132,9,4,12,4,11,4,10,4,9,4,8
133,9,4,12,4,11,4,10,4,9,4,8
134,9,3,12,3,11,3,10,3,9,3,8
135,9,3,12,3,11,3,10,3,9,3,8
136,9,3,12,3,11,3,10,3,9,3,8
137,9,3,12,3,11,3,10,3,9,3,8
138,9,3,12,3,11,3,10,3,9,3,8
139,9,3,12,3,11,3,10,3,9,3,8
140,9,3,12,3,11,3,10,3,9,3,8
141,9,3,12,3,11,3,10,3,9,3,8
142,9,3,12,3,11,3,10,3,9,3,8
143,9,3,12,3,11,3,10,3,9,3,8
144,9,3,12,3,11,3,10,3,9,3,8
145,9,3,12,3,11,3,10,3,9,3,8
146,9,3,12,3,11,3,10,3,9,3,8
147,9,3,12,3,11,3,10,3,9,3,8
148,9,2,12,2,11,2,10,2,9,2,8
149,9,2,12,2,11,2,10,2,9,2,8
150,9,2,12,2,11,2,10,2,9,2,8
151,9,2,12,2,11,2,10,2,9,2,8
152,9,2,12,2,11,2,10,2,9,2,8
153,9,2,12,2,11,2,10,2,9,2,8
154,9,2,12,2,11,2,10,2,9,2,8
155,9,2,12,2,11,2,10,2,9,2,8
156,9,2,12,2,11,2,10,2,9,2,8
157,9,2,12,2,11,2,10,2,9,2,8
158,9,2,12,2,11,2,10,2,9,2,8
159,9,2,12,2,11,2,10,2,9,2,8
160,9,2,12,2,11,2,10,2,9,2,8
161,9,2,12,2,11,2,10,2,9,2,8
162,9,2,12,2,11,2,10,2,9,2,8
163,9,2,12,2,11,2,10,2,9,2,8
164,9,2,12,2,11,2,10,2,9,2,8
165,9,2,12,2,11,2,10,2,9,2,8
166,9,2,12,2,11,2,10,2,9,2,8
167,9,2,12,2,11,2,10,2,9,2,8
168,9,2,12,2,11,2,10,2,9,2,8
169,9,2,12,2,11,2,10,2,9,2,8
170,9,1,12,1,11,1,10,1,9,1,8
171,9,1,12,1,11,1,10,1,9,1,8
172,9,1,12,1,11,1,10,1,9,1,8
173,9,1,12,1,11,1,10,1,9,1,8
174,9,1,12,1,11,1,10,1,9,1,8
175,9,1,12,1,11,1,10,1,9,1,8
176,9,1,12,1,11,1,10,1,9,1,8
177,9,1,12,1,11,1,10,1,9,1,8
178,9,1,12,1,11,1,10,1,9,1,8
179,9,1,12,1,11,1,10,1,9,1,8
180,9,1,12,1,11,1,10,1,9,1,8
181,9,1,12,1,11,1,10,1,9,1,8
182,9,1,12,1,11,1,10,1,9,1,8
183,9,1,12,1,11,1,10,1,9,1,8
184,9,1,12,1,11,1,10,1,9,1,8
185,9,1,12,1,11,1,10,1,9,1,8
186,9,1,12,1,11,1,10,1,9,1,8
187,9,1,12,1,11,1,10,1,9,1,8
188,9,1,12,1,11,1,10,1,9,1,8
189,9,1,12,1,11,1,10,1,9,1,8
190,9,1,12,1,11,1,10,1,9,1,8
191,9,1,12,1,11,1,10,1,9,1,8
192,9,4,11,4,10,4,9,4,8,4,7
193,9,4,11,4,10,4,9,4,8,4,7
194,9,4,11,4,10,4,9,4,8,4,7
195,9,4,11,4,10,4,9,4,8,4,7
196,9,4,11,4,10,4,9,4,8,4,7
197,9,4,11,4,10,4,9,4,8,4,7
198,9,4,11,4,10,4,9,4,8,4,7
199,9,4,11,4,10,4,9,4,8,4,7
200,9,4,11,4,10,4,9,4,8,4,7
201,9,4,11,4,10,4,9,4,8,4,7
202,9,4,11,4,10,4,9,4,8,4,7
203,9,4,11,4,10,4,9,4,8,4,7
204,9,4,11,4,10,4,9,4,8,4,7
205,9,4,11,4,10,4,9,4,8,4,7
206,9,4,11,4,10,4,9,4,8,4,7
207,9,4,11,4,10,4,9,4,8,4,7
208,9,4,11,4,10,4,9,4,8,4,7
209,9,4,11,4,10,4,9,4,8,4,7
210,9,4,11,4,10,4,9,4,8,4,7
211,9,4,11,4,10,4,9,4,8,4,7
212,9,4,11,4,10,4,9,4,8,4,7
213,9,4,11,4,10,4,9,4,8,4,7
214,9,4,11,4,10,4,9,4,8,4,7
215,9,4,11,4,10,4,9,4,8,4,7
216,9,4,11,4,10,4,9,4,8,4,7
217,9,3,11,3,10,3,9,3,8,3,7
218,9,3,11,3,10,3,9,3,8,3,7
219,9,3,11,3,10,3,9,3,8,3,7
220,9,3,11,3,10,3,9,3,8,3,7
221,9,3,11,3,10,3,9,3,8,3,7
222,9,3,11,3,10,3,9,3,8,3,7
223,9,3,11,3,10,3,9,3,8,3,7
224,9,3,11,3,10,3,9,3,8,3,7
225,9,3,11,3,10,3,9,3,8,3,7
226,9,3,11,3,10,3,9,3,8,3,7
227,9,3,11,3,10,3,9,3,8,3,7
228,9,3,11,3,10,3,9,3,8,3,7
229,9,3,11,3,10,3,9,3,8,3,7
230,9,3,11,3,10,3,9,3,8,3,7
231,9,3,11,3,10,3,9,3,8,3,7
232,9,3,11,3,10,3,9,3,8,3,7
233,9,2,11,2,10,2,9,2,8,2,7
234,9,2,11,2,10,2,9,2,8,2,7
235,9,2,11,2,10,2,9,2,8,2,7
236,9,2,11,2,10,2,9,2,8,2,7
237,9,2,11,2,10,2,9,2,8,2,7
238,9,2,11,2,10,2,9,2,8,2,7
239,9,2,11,2,10,2,9,2,8,2,7
240,9,2,11,2,10,2,9,2,8,2,7
241,9,2,11,2,10,2,9,2,8,2,7
242,9,2,11,2,10,2,9,2,8,2,7
243,9,2,11,2,10,2,9,2,8,2,7
244,9,2,11,2,10,2,9,2,8,2,7
245,9,2,11,2,10,2,9,2,8,2,7
246,9,2,11,2,10,2,9,2,8,2,7
247,9,2,11,2,10,2,9,2,8,2,7
248,9,2,11,2,10,2,9,2,8,2,7
249,9,2,11,2,10,2,9,2,8,2,7
250,9,2,11,2,10,2,9,2,8,2,7
251,9,2,11,2,10,2,9,2,8,2,7
252,9,2,11,2,10,2,9,2,8,2,7
253,9,2,11,2,10,2,9,2,8,2,7
254,9,2,11,2,10,2,9,2,8,2,7
255,9,2,11,2,10,2,9,2,8,2,7
256,9,2,11,2,10,2,9,2,8,2,7
257,9,2,11,2,10,2,9,2,8,2,7
258,9,2,11,2,10,2,9,2,8,2,7
259,9,1,11,1,10,1,9,1,8,1,7
260,9,1,11,1,10,1,9,1,8,1,7
261,9,1,11,1,10,1,9,1,8,1,7
262,9,1,11,1,10,1,9,1,8,1,7
263,9,1,11,1,10,1,9,1,8,1,7
264,9,1,11,1,10,1,9,1,8,1,7
265,9,1,11,1,10,1,9,1,8,1,7
266,9,1,11,1,10,1,9,1,8,1,7
267,9,1,11,1,10,1,9,1,8,1,7
268,9,1,11,1,10,1,9,1,8,1,7
269,9,1,11,1,10,1,9,1,8,1,7
270,9,1,11,1,10,1,9,1,8,1,7
271,9,1,11,1,10,1,9,1,8,1,7
272,9,4,10,4,9,4,8,4,7,4,6
273,9,4,10,4,9,4,8,4,7,4,6
274,9,4,10,4,9,4,8,4,7,4,6
275,9,4,10,4,9,4,8,4,7,4,6
276,9,4,10,4,9,4,8,4,7,4,6
277,9,4,10,4,9,4,8,4,7,4,6
278,9,4,10,4,9,4,8,4,7,4,6
279,9,4,10,4,9,4,8,4,7,4,6
280,9,4,10,4,9,4,8,4,7,4,6
281,9,4,10,4,9,4,8,4,7,4,6
282,9,4,10,4,9,4,8,4,7,4,6
283,9,4,10,4,9,4,8,4,7,4,6
284,9,4,10,4,9,4,8,4,7,4,6
285,9,4,10,4,9,4,8,4,7,4,6
286,9,4,10,4,9,4,8,4,7,4,6
287,9,4,10,4,9,4,8,4,7,4,6
288,9,4,10,4,9,4,8,4,7,4,6
289,9,4,10,4,9,4,8,4,7,4,6
290,9,4,10,4,9,4,8,4,7,4,6
291,9,4,10,4,9,4,8,4,7,4,6
292,9,4,10,4,9,4,8,4,7,4,6
293,9,4,10,4,9,4,8,4,7,4,6
294,9,4,10,4,9,4,8,4,7,4,6
295,9,4,10,4,9,4,8,4,7,4,6
296,9,3,10,3,9,3,8,3,7,3,6
297,9,3,10,3,9,3,8,3,7,3,6
298,9,3,10,3,9,3,8,3,7,3,6
299,9,3,10,3,9,3,8,3,7,3,6
300,9,3,10,3,9,3,8,3,7,3,6
301,9,3,10,3,9,3,8,3,7,3,6
302,9,3,10,3,9,3,8,3,7,3,6
303,9,3,10,3,9,3,8,3,7,3,6
304,9,3,10,3,9,3,8,3,7,3,6
305,9,3,10,3,9,3,8,3,7,3,6
306,9,3,10,3,9,3,8,3,7,3,6
307,9,3,10,3,9,3,8,3,7,3,6
308,9,3,10,3,9,3,8,3,7,3,6
309,9,3,10,3,9,3,8,3,7,3,6
310,9,3,10,3,9,3,8,3,7,3,6
311,9,3,10,3,9,3,8,3,7,3,6
312,9,2,10,2,9,2,8,2,7,2,6
313,9,2,10,2,9,2,8,2,7,2,6
314,9,2,10,2,9,2,8,2,7,2,6
315,9,2,10,2,9,2,8,2,7,2,6
316,9,2,10,2,9,2,8,2,7,2,6
317,9,2,10,2,9,2,8,2,7,2,6
318,9,2,10,2,9,2,8,2,7,2,6
319,9,2,10,2,9,2,8,2,7,2,6
320,9,2,10,2,9,2,8,2,7,2,6
321,9,2,10,2,9,2,8,2,7,2,6
322,9,2,10,2,9,2,8,2,7,2,6
323,9,2,10,2,9,2,8,2,7,2,6
324,9,2,10,2,9,2,8,2,7,2,6
325,9,2,10,2,9,2,8,2,7,2,6
326,9,2,10,2,9,2,8,2,7,2,6
327,9,2,10,2,9,2,8,2,7,2,6
328,9,1,10,1,9,1,8,1,7,1,6
329,9,1,10,1,9,1,8,1,7,1,6
330,9,1,10,1,9,1,8,1,7,1,6
331,9,1,10,1,9,1,8,1,7,1,6
332,9,1,10,1,9,1,8,1,7,1,6
333,9,1,10,1,9,1,8,1,7,1,6
334,9,1,10,1,9,1,8,1,7,1,6
335,9,1,10,1,9,1,8,1,7,1,6
336,9,1,10,1,9,1,8,1,7,1,6
337,9,1,10,1,9,1,8,1,7,1,6
338,9,1,10,1,9,1,8,1,7,1,6
339,9,1,10,1,9,1,8,1,7,1,6
340,9,1,10,1,9,1,8,1,7,1,6
341,9,1,10,1,9,1,8,1,7,1,6
342,9,1,10,1,9,1,8,1,7,1,6
343,9,1,10,1,9,1,8,1,7,1,6
344,9,1,10,1,9,1,8,1,7,1,6
345,9,1,10,1,9,1,8,1,7,1,6
346,9,1,10,1,9,1,8,1,7,1,6
347,9,1,10,1,9,1,8,1,7,1,6
348,9,1,10,1,9,1,8,1,7,1,6
349,9,1,10,1,9,1,8,1,7,1,6
350,9,1,10,1,9,1,8,1,7,1,6
351,9,1,10,1,9,1,8,1,7,1,6
352,9,1,10,1,9,1,8,1,7,1,6
353,9,4,9,4,8,4,7,4,6,4,5
354,9,4,9,4,8,4,7,4,6,4,5
355,9,4,9,4,8,4,7,4,6,4,5
356,9,4,9,4,8,4,7,4,6,4,5
357,9,4,9,4,8,4,7,4,6,4,5
358,9,4,9,4,8,4,7,4,6,4,5
359,9,4,9,4,8,4,7,4,6,4,5
360,9,4,9,4,8,4,7,4,6,4,5
361,9,4,9,4,8,4,7,4,6,4,5
362,9,4,9,4,8,4,7,4,6,4,5
363,9,4,9,4,8,4,7,4,6,4,5
364,9,4,9,4,8,4,7,4,6,4,5
365,9,4,9,4,8,4,7,4,6,4,5
366,9,4,9,4,8,4,7,4,6,4,5
367,9,4,9,4,8,4,7,4,6,4,5
368,9,4,9,4,8,4,7,4,6,4,5
369,9,4,9,4,8,4,7,4,6,4,5
370,9,4,9,4,8,4,7,4,6,4,5
371,9,4,9,4,8,4,7,4,6,4,5
372,9,4,9,4,8,4,7,4,6,4,5
373,9,4,9,4,8,4,7,4,6,4,5
374,9,4,9,4,8,4,7,4,6,4,5
375,9,4,9,4,8,4,7,4,6,4,5
376,9,3,9,3,8,3,7,3,6,3,5
377,9,3,9,3,8,3,7,3,6,3,5
378,9,3,9,3,8,3,7,3,6,3,5
379,9,3,9,3,8,3,7,3,6,3,5
380,9,3,9,3,8,3,7,3,6,3,5
381,9,3,9,3,8,3,7,3,6,3,5
382,9,3,9,3,8,3,7,3,6,3,5
383,9,3,9,3,8,3,7,3,6,3,5
384,9,3,9,3,8,3,7,3,6,3,5
385,9,3,9,3,8,3,7,3,6,3,5
386,9,3,9,3,8,3,7,3,6,3,5
387,9,3,9,3,8,3,7,3,6,3,5
388,9,3,9,3,8,3,7,3,6,3,5
389,9,3,9,3,8,3,7,3,6,3,5
390,9,3,9,3,8,3,7,3,6,3,5
391,9,3,9,3,8,3,7,3,6,3,5
392,9,3,9,3,8,3,7,3,6,3,5
393,9,3,9,3,8,3,7,3,6,3,5
394,9,3,9,3,8,3,7,3,6,3,5
395,9,2,9,2,8,2,7,2,6,2,5
396,9,2,9,2,8,2,7,2,6,2,5
397,9,2,9,2,8,2,7,2,6,2,5
398,9,2,9,2,8,2,7,2,6,2,5
399,9,2,9,2,8,2,7,2,6,2,5
400,9,2,9,2,8,2,7,2,6,2,5
401,9,2,9,2,8,2,7,2,6,2,5
402,9,2,9,2,8,2,7,2,6,2,5
403,9,2,9,2,8,2,7,2,6,2,5
404,9,2,9,2,8,2,7,2,6,2,5
405,9,2,9,2,8,2,7,2,6,2,5
406,9,2,9,2,8,2,7,2,6,2,5
407,9,2,9,2,8,2,7,2,6,2,5
408,9,2,9,2,8,2,7,2,6,2,5
409,9,2,9,2,8,2,7,2,6,2,5
410,9,1,9,1,8,1,7,1,6,1,5
411,9,1,9,1,8,1,7,1,6,1,5
412,9,1,9,1,8,1,7,1,6,1,5
413,9,1,9,1,8,1,7,1,6,1,5
414,9,1,9,1,8,1,7,1,6,1,5
415,9,1,9,1,8,1,7,1,6,1,5
416,9,1,9,1,8,1,7,1,6,1,5
417,9,1,9,1,8,1,7,1,6,1,5
418,9,1,9,1,8,1,7,1,6,1,5
419,9,1,9,1,8,1,7,1,6,1,5
420,9,1,9,1,8,1,7,1,6,1,5
421,9,1,9,1,8,1,7,1,6,1,5
422,9,1,9,1,8,1,7,1,6,1,5
423,9,1,9,1,8,1,7,1,6,1,5
424,9,1,9,1,8,1,7,1,6,1,5
425,9,1,9,1,8,1,7,1,6,1,5
426,9,1,9,1,8,1,7,1,6,1,5
427,9,1,9,1,8,1,7,1,6,1,5
428,9,1,9,1,8,1,7,1,6,1,5
429,9,1,9,1,8,1,7,1,6,1,5
430,9,1,9,1,8,1,7,1,6,1,5
431,9,1,9,1,8,1,7,1,6,1,5
432,9,1,9,1,8,1,7,1,6,1,5
433,9,1,9,1,8,1,7,1,6,1,5
434,9,1,9,1,8,1,7,1,6,1,5
435,9,1,9,1,8,1,7,1,6,1,5
436,9,1,9,1,8,1,7,1,6,1,5
437,9,1,9,1,8,1,7,1,6,1,5
438,9,1,9,1,8,1,7,1,6,1,5
439,9,4,8,4,7,4,6,4,5,4,4
440,9,4,8,4,7,4,6,4,5,4,4
441,9,4,8,4,7,4,6,4,5,4,4
442,9,4,8,4,7,4,6,4,5,4,4
443,9,4,8,4,7,4,6,4,5,4,4
444,9,4,8,4,7,4,6,4,5,4,4
445,9,4,8,4,7,4,6,4,5,4,4
446,9,4,8,4,7,4,6,4,5,4,4
447,9,4,8,4,7,4,6,4,5,4,4
448,9,4,8,4,7,4,6,4,5,4,4
449,9,4,8,4,7,4,6,4,5,4,4
450,9,4,8,4,7,4,6,4,5,4,4
451,9,4,8,4,7,4,6,4,5,4,4
452,9,4,8,4,7,4,6,4,5,4,4
453,9,4,8,4,7,4,6,4,5,4,4
454,9,4,8,4,7,4,6,4,5,4,4
455,9,4,8,4,7,4,6,4,5,4,4
456,9,4,8,4,7,4,6,4,5,4,4
457,9,4,8,4,7,4,6,4,5,4,4
458,9,4,8,4,7,4,6,4,5,4,4
459,9,4,8,4,7,4,6,4,5,4,4
460,9,4,8,4,7,4,6,4,5,4,4
461,9,4,8,4,7,4,6,4,5,4,4
462,9,4,8,4,7,4,6,4,5,4,4
463,9,4,8,4,7,4,6,4,5,4,4
464,9,4,8,4,7,4,6,4,5,4,4
465,9,4,8,4,7,4,6,4,5,4,4
466,9,4,8,4,7,4,6,4,5,4,4
467,9,3,8,3,7,3,6,3,5,3,4
468,9,3,8,3,7,3,6,3,5,3,4
469,9,3,8,3,7,3,6,3,5,3,4
470,9,3,8,3,7,3,6,3,5,3,4
471,9,3,8,3,7,3,6,3,5,3,4
472,9,3,8,3,7,3,6,3,5,3,4
473,9,3,8,3,7,3,6,3,5,3,4
474,9,3,8,3,7,3,6,3,5,3,4
475,9,3,8,3,7,3,6,3,5,3,4
476,9,3,8,3,7,3,6,3,5,3,4
477,9,3,8,3,7,3,6,3,5,3,4
478,9,3,8,3,7,3,6,3,5,3,4
479,9,3,8,3,7,3,6,3,5,3,4
480,9,3,8,3,7,3,6,3,5,3,4
481,9,3,8,3,7,3,6,3,5,3,4
482,9,3,8,3,7,3,6,3,5,3,4
483,9,3,8,3,7,3,6,3,5,3,4
484,9,3,8,3,7,3,6,3,5,3,4
485,9,3,8,3,7,3,6,3,5,3,4
486,9,2,8,2,7,2,6,2,5,2,4
487,9,2,8,2,7,2,6,2,5,2,4
488,9,2,8,2,7,2,6,2,5,2,4
489,9,2,8,2,7,2,6,2,5,2,4
490,9,2,8,2,7,2,6,2,5,2,4
491,9,2,8,2,7,2,6,2,5,2,4
492,9,2,8,2,7,2,6,2,5,2,4
493,9,2,8,2,7,2,6,2,5,2,4
494,9,2,8,2,7,2,6,2,5,2,4
495,9,2,8,2,7,2,6,2,5,2,4
496,9,2,8,2,7,2,6,2,5,2,4
497,9,2,8,2,7,2,6,2,5,2,4
498,9,2,8,2,7,2,6,2,5,2,4
499,9,2,8,2,7,2,6,2,5,2,4
500,9,2,8,2,7,2,6,2,5,2,4
501,9,2,8,2,7,2,6,2,5,2,4
502,9,2,8,2,7,2,6,2,5,2,4
503,9,2,8,2,7,2,6,2,5,2,4
504,9,2,8,2,7,2,6,2,5,2,4
505,9,1,8,1,7,1,6,1,5,1,4
506,9,1,8,1,7,1,6,1,5,1,4
507,9,1,8,1,7,1,6,1,5,1,4
508,9,1,8,1,7,1,6,1,5,1,4
509,9,1,8,1,7,1,6,1,5,1,4
510,9,1,8,1,7,1,6,1,5,1,4
511,9,1,8,1,7,1,6,1,5,1,4
512,9,1,8,1,7,1,6,1,5,1,4
513,9,1,8,1,7,1,6,1,5,1,4
514,9,1,8,1,7,1,6,1,5,1,4
515,9,1,8,1,7,1,6,1,5,1,4
516,9,1,8,1,7,1,6,1,5,1,4
517,9,1,8,1,7,1,6,1,5,1,4
518,9,1,8,1,7,1,6,1,5,1,4
519,9,1,8,1,7,1,6,1,5,1,4
520,9,4,7,4,6,4,5,4,4,4,3
521,9,4,7,4,6,4,5,4,4,4,3
522,9,4,7,4,6,4,5,4,4,4,3
523,9,4,7,4,6,4,5,4,4,4,3
524,9,4,7,4,6,4,5,4,4,4,3
525,9,4,7,4,6,4,5,4,4,4,3
526,9,4,7,4,6,4,5,4,4,4,3
527,9,4,7,4,6,4,5,4,4,4,3
528,9,4,7,4,6,4,5,4,4,4,3
529,9,4,7,4,6,4,5,4,4,4,3
530,9,4,7,4,6,4,5,4,4,4,3
531,9,4,7,4,6,4,5,4,4,4,3
532,9,4,7,4,6,4,5,4,4,4,3
533,9,4,7,4,6,4,5,4,4,4,3
534,9,4,7,4,6,4,5,4,4,4,3
535,9,4,7,4,6,4,5,4,4,4,3
536,9,4,7,4,6,4,5,4,4,4,3
537,9,4,7,4,6,4,5,4,4,4,3
538,9,3,7,3,6,3,5,3,4,3,3
539,9,3,7,3,6,3,5,3,4,3,3
540,9,3,7,3,6,3,5,3,4,3,3
541,9,3,7,3,6,3,5,3,4,3,3
542,9,3,7,3,6,3,5,3,4,3,3
543,9,3,7,3,6,3,5,3,4,3,3
544,9,3,7,3,6,3,5,3,4,3,3
545,9,3,7,3,6,3,5,3,4,3,3
546,9,3,7,3,6,3,5,3,4,3,3
547,9,3,7,3,6,3,5,3,4,3,3
548,9,3,7,3,6,3,5,3,4,3,3
549,9,3,7,3,6,3,5,3,4,3,3
550,9,3,7,3,6,3,5,3,4,3,3
551,9,3,7,3,6,3,5,3,4,3,3
552,9,2,7,2,6,2,5,2,4,2,3
553,9,2,7,2,6,2,5,2,4,2,3
554,9,2,7,2,6,2,5,2,4,2,3
555,9,2,7,2,6,2,5,2,4,2,3
556,9,2,7,2,6,2,5,2,4,2,3
557,9,2,7,2,6,2,5,2,4,2,3
558,9,2,7,2,6,2,5,2,4,2,3
559,9,2,7,2,6,2,5,2,4,2,3
560,9,2,7,2,6,2,5,2,4,2,3
561,9,2,7,2,6,2,5,2,4,2,3
562,9,2,7,2,6,2,5,2,4,2,3
563,9,2,7,2,6,2,5,2,4,2,3
564,9,2,7,2,6,2,5,2,4,2,3
565,9,2,7,2,6,2,5,2,4,2,3
566,9,2,7,2,6,2,5,2,4,2,3
567,9,2,7,2,6,2,5,2,4,2,3
568,9,1,7,1,6,1,5,1,4,1,3
569,9,1,7,1,6,1,5,1,4,1,3
570,9,1,7,1,6,1,5,1,4,1,3
571,9,1,7,1,6,1,5,1,4,1,3
572,9,1,7,1,6,1,5,1,4,1,3
573,9,1,7,1,6,1,5,1,4,1,3
574,9,1,7,1,6,1,5,1,4,1,3
